,Type,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species ,Proper_date,Full Location,latitude,longitude,avg_temp,precipitation,wind_speed,sea_level_pressure
138,Unprovoked,surfing,M,26,FATAL,Y,1330,White shark,20200509,"USA California Sand Dollar Beach, Santa Cruz County",35.9232476,-121.4686936,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
139,Unprovoked,surfing,M,27,Leg injured,N,1600,Not Determined,20200508,"AUSTRALIA Victoria Southside Beach, near Geelong",-38.3735964,144.2748394,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
140,Unprovoked,swimming,F,57,2 lacerations to foot,N,1430,5' to 6' shark,20200501,"USA California Summerland, Santa Barbara County",34.4220518,-119.5981636,20.0,9.165705614567528,14.4,1012.5
141,Unprovoked,swimming,F,27,Lacerations to foot,N,0800,Not Determined,20200421,AUSTRALIA New South Wales Killick Creek near Crescent Head,-31.175544,152.9697518,18.9,9.165705614567528,12.665633608815426,1016.2291060291059
142,Unprovoked,surfing,F,27,Foot bitten,N,1000,"Bull shark, 6'",20200407,"USA Florida Cocoa Beach, Brevard  County",28.3200067,-80.6075513,22.2,9.165705614567528,9.4,1018.3
143,Unprovoked,swimming,M,23,FATAL,Y,1730,Not Determined,20200406,AUSTRALIA Queensland North West Island,-23.2950882,151.7078724,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
144,Unprovoked,surfing,M,38,Right hand bitten,N,1000,6' shark,20200406,AUSTRALIA New South Wales Wamberal Beach,-33.4245269,151.4538927,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
145,Unprovoked,0,M,27,"No injury, paddleboard bitten",N,1800,Not Determined,20200327,"USA California Pleasure Point, Santa Cruz County",36.9635135,-121.9648975,8.8,9.165705614567528,10.5,1021.6
146,Unprovoked,surfing,M,27,Left foot bitten ,N,1220,Not Determined,20200322,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,23.1,9.165705614567528,7.6,1022.8
147,Unprovoked,surfing,M,27,Left foot bitten when he jumped on the shark  PROVOKED INCIDENT,N,1050,Not Determined,20200322,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,23.1,9.165705614567528,7.6,1022.8
148,Unprovoked,no activity,F,27,Arm injured,N,1200,Not Determined,20200321,AUSTRALIA Queensland Cairns,-16.9203476,145.7709529,26.4,9.1,18.5,1013.6
149,Unprovoked,spearfishing,M,26,Lacerations to right elbow,N,9999,Not Determined,20200302,"FIJI Vanua Levu Tawake, Cakaudrove",-16.246223,179.855944,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
150,Unprovoked,surfing,M,60,"Minor injury, surfboard bitten",N,1130,White shark,20200222,NEW ZEALAND North Island Pauanui Beach,-37.016098,175.8676543,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
151,Unprovoked,boarding,M,27,"No injury, but paddleboard bitten",N,0940,Tiger shark,20200205,USA Maui Wailea,20.6871826,-156.4391668,22.8,9.165705614567528,8.6,1014.6
152,Unprovoked,canoeing,M,27,"No injury, but canoe was scratched",N,0630,Not Determined,20100201,FRENCH POLYNESIA Marquesas Ua Huka,-8.9077726,-139.5483671,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
153,Unprovoked,surfing,M,59,Laceration ot left ankle and foot,N,0800,"""A small shark""",20200117,AUSTRALIA New South Wales Windang Beach,-34.5343248,150.8745658,24.041155660377356,17.8,12.665633608815426,1016.2291060291059
154,Unprovoked,surfing,F,13,Minor injury to lower leg,N,2030,Broadnose seven gill shark?,20200116,NEW ZEALAND Southland Oreti Beach,-46.4369169,168.2448936,15.6,9.165705614567528,10.7,1021.6
155,Unprovoked,surfing,M,26,Lacerations to foot,N,1433,Not Determined,20200113,"USA North Carolina Rodanthe, Dare County",35.600383,-75.4655882,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
156,Unprovoked,swimming,M,75,Calf bitten,N,0715,Not Determined,20200112,THAILAND Phang Nga Province Nang Thong Beach,8.640981199999999,98.2470151,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
157,Unprovoked,swimming,F,7,Lacerations to leg,N,1730,Lemon shark,20200107,AUSTRALIA Queensland North West Island,-23.2950882,151.7078724,24.041155660377356,3.8,12.665633608815426,1016.2291060291059
158,Unprovoked,diving,M,57,FATAL,Y,1300,White shark,20200105,AUSTRALIA Western Australia Cull Island / Esperance,-33.9221794,121.9032181,22.4,9.165705614567528,12.665633608815426,1016.2291060291059
159,Unprovoked,swimming,M,30,Minor injury to hand,N,1258,"Shovelnose ""shark"" which is a ray, not a shark)",20191230,AUSTRALIA Queensland North West Island,-23.2950882,151.7078724,24.041155660377356,3.6,12.665633608815426,1016.2291060291059
160,Unprovoked,swimming,F,45,Arm bitten,N,1900,Not Determined,20191228,SEYCHELLES Praslin AmitiÃ© Beach,-4.324790999999999,55.698296,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
161,Unprovoked,spearfishing,M,33,FATAL,Y,1630,Not Determined,20191226,PAPUA NEW GUINEA Central Province Ragelapara reef ,-9.1360187,147.4627259,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
162,Unprovoked,0,M,27,"No injury, shark bit surf ski",N,0700,Not Determined,20191226,"SOUTH AFRICA Eastern Cape Province Nahoon Beach, East London",-32.9859684,27.9446709,12.5,0.2,13.5,1010.5
163,Unprovoked,boarding,F,17,Laceration to thigh,N,1800,Not Determined,20191224,NEW ZEALAND Southland Oreti Beach,-46.4369169,168.2448936,12.6,9.165705614567528,9.1,1015.5
164,Unprovoked,surfing,M,37,Right leg bitten,N,1615,Not Determined,20191221,"USA California Santa Rosa Island, Ventura County",33.9773487,-120.0896313,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
165,Unprovoked,0,M,57,Arm bitten,N,0900,Not Determined,20191206,AUSTRALIA Western Australia Exmouth,-21.9323088,114.1278654,29.9,9.165705614567528,21.8,1009.0
166,Unprovoked,0,M,57,"No injury, inflatable paddle board was bitten by the shark",N,1000,10'-12' tiger shark,20191203,"USA Hawaii Cove Park, Kihei, Maui",20.727318,-156.4499005,23.8,9.165705614567528,16.9,1015.5
167,Unprovoked,surfing,M,9,"No injury, knocked from his board by the shark",N,9999,Juvenile blacktip shark,20191130,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,18.7,9.165705614567528,5.0,1016.9
168,Unprovoked,snorkeling,M,30,Lacerations to foot,N,1800,Not Determined,20191130,AUSTRALIA Queensland Bargara,-24.8193603,152.4552931,25.0,9.165705614567528,11.4,1012.3
169,Provoked,feeding,M,9,Multiple lacerations to right arm,N,9999,5' blacktip shark,20191114,FRENCH POLYNESIA Moorea Afareitu Lagoonarium.,-17.5511682,-149.7763274,27.1,9.165705614567528,8.5,1013.3
170,Unprovoked,surfing,M,30,Lacerations to left foot,N,9999,4' to 5' blacktip shark,20191112,"USA Florida Cocoa Beach, Brevard  County",28.3200067,-80.6075513,23.8,9.165705614567528,8.6,1014.4
171,Unprovoked,snorkeling,M,23,Bite to right forearm,N,9999,Not Determined,20191111,MEXICO Baja  Magdalena Bay,24.583333,-112.0,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
172,Unprovoked,surfing,F,27,"No inury, knocked from board",N,0800,Juvenile white shark?,20191106,"USA California San Onofre, San Diego County ",33.3728077,-117.5656012,16.9,9.165705614567528,6.7,1024.2
173,Unprovoked,snorkeling,M,28,RaddonÂs right foot was severed and Maggs sustained serious lacerations to his lower right leg.,N,1020,Tiger shark,20191029,"AUSTRALIA Queensland Off Airlie Beach, Whitsundays",-20.2677525,148.7155626,24.0,9.165705614567528,36.6,1016.2291060291059
174,Provoked,surfing,M,32,Minor cuts when he jumped off his board and landed on the shark. PROVOKED INCIDENT,N,1245,4' to 5' shark,20191027,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,26.9,8.1,9.0,1014.7
175,Unprovoked,surfing,M,17,"No injury, surfboard bitten",N,1730,7' shark,20191017,"AUSTRALIA Queensland Woorim Beach, Bribie Island,",-27.0610989,153.2015792,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
176,Unprovoked,surfing,M,20,Lacerations to right foot,N,1200,Not Determined,20191008,"USA Florida Fort Pierce, St. Lucie County",27.4467056,-80.3256056,25.4,28.2,7.2,1011.8
177,Unprovoked,surfing,M,29,"No injury, surfboard severely damaged",N,1600,"White shark, 3.5 m",20191005,AUSTRALIA New South Wales Lighthouse Beach,-28.87259989999999,153.5899247,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
178,Provoked,fishing,M,45,Hooked shark bit his leg. PROVOKED INCIDENT,N,1800,1+ m shark,20190928,"AUSTRALIA Northern Territory  Nightcliff Jetty, Darwin",-12.3788974,130.842219,27.5,9.165705614567528,10.6,1014.1
179,Unprovoked,surfing,F,27,"No injury, back of board bitten",N,0915,6' to 7' shark,20190926,"USA Hawaii Kihei, South Maui",20.7484034,-156.452737,26.8,9.165705614567528,16.9,1013.1
180,Unprovoked,swimming,M,27,Laceration to arm,N,1700,Not Determined,20190924,"USA Florida Huguenot Park, Jacksonville, Duval County",30.4110088,-81.4204882,26.1,9.165705614567528,10.8,1012.8
181,Unprovoked,surfing,M,13,Lacerations to left foot,N,1630,2' shark,20190924,"USA Florida Satellite Beach, Brevard County",28.1761233,-80.59005189999999,26.3,9.165705614567528,12.1,1013.3
182,Unprovoked,snorkeling,Not Determined,22,Minor injuries,N,1040,"Galapagos shark, 5'-9'",20190918,"USA Hawaii Haleiwa, Oahu",21.5927614,-158.1034112,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
183,Unprovoked,no activity,F,22,Foot bitten,N,9999,Not Determined,20190915,"USA South Carolina Isle of Palms,  Charleston County",32.8194131,-79.7343791,26.7,9.165705614567528,5.5,1017.8
184,Unprovoked,spearfishing,M,27,"No injury, shark bit swim fin",N,0900,14' white shark,20190907,"AUSTRALIA Western Australia Burns Beach, Perth",-31.72467219999999,115.7250472,12.7,9.165705614567528,6.5,1023.7
185,Unprovoked,spearfishing,M,70,Bite to posterior left knee,N,9999,Nurse shark,20190831,USA Cayman Islands Grand Cayman,19.2924327,-81.3853498,29.9,9.165705614567528,12.665633608815426,1016.2291060291059
186,Unprovoked,no activity,M,60,Thigh injured,N,1800,Not Determined,20190831,"USA Florida Jacksonville Beach, Duval County",30.2841224,-81.3961338,28.3,5.3,17.0,1016.2291060291059
187,Provoked,surfing,M,40,Hand and calf bitten when he jumped off surfboard and landed on the shark PROVOKED INCIDENT,N,1155,6.5' shark,20190827,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,26.4,4.3,6.1,1014.7
188,Unprovoked,wading,M,11,Foot bitten,N,0900,Not Determined,20190821,"USA Florida Fort Lauderdale, Broward County",26.1224386,-80.13731740000001,28.8,9.165705614567528,13.7,1017.6
189,Unprovoked,0,F,26,Injury to lower back and right hip,N,0800,Not Determined,20190820,"USA Hawaii Napoopoo Park in Kealakekua Bay, The Big Island",19.4709665,-155.9210389,27.4,9.165705614567528,12.1,1014.1
190,Unprovoked,wading,M,9,Puncture marks to lower leg,N,1100,Not Determined,20190816,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,26.5,9.165705614567528,14.0,1016.2291060291059
191,Unprovoked,surfing,M,16,"No injury, board damaged",N,1930,10' to 12' shark,20190811,"USA Hawaii Makaha Beach, Oahu",21.4763581,-158.2203658,25.5,9.165705614567528,6.3,1014.4
192,Unprovoked,standing,M,51,Minor injuries to right foot,N,1500,Not Determined,20190804,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,27.7,5.8,9.4,1014.7
193,Unprovoked,surfing,F,21,Minor cuts to right foot,N,1600,Not Determined,20190803,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,26.5,9.165705614567528,5.0,1013.9
194,Unprovoked,surfing,M,20,Bite to left hand and wrist,N,1530,Not Determined,20190803,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,26.5,9.165705614567528,5.0,1013.9
195,Unprovoked,spearfishing,M,37,Laceration to left arm and hands,N,9999,Not Determined,20190803,USA Florida Off Key Biscayne,25.693713,-80.1628248,27.6,64.3,8.3,1014.5
196,Unprovoked,swimming,M,49,Bite to abdomen & left leg medial thigh,N,2220,Cookiecutter shark,20190729,USA Hawaii Molokai Channel/,21.1443935,-157.0226297,27.9,9.165705614567528,15.1,1017.0
197,Provoked,fishing,M,27,Arc of punctures to lower right leg by hooked shark PROVOKED INCIDENT,N,9999,"Blacktip shark, 5' ",20190730,"USA North Carolina Off Cape Hatteras, Dare County",35.24804,-75.5393155,26.7,9.165705614567528,10.8,1018.2
198,Unprovoked,surfing,M,18,3 lacerations to left hand,N,1330,Not Determined,20190729,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,28.0,9.165705614567528,14.0,1016.9
199,Unprovoked,boarding,M,49,Lacerations to right thigh,N,1630,Not Determined,20190727,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,26.1,9.165705614567528,7.6,1020.8
200,Unprovoked,surfing,M,23,Puncture wounds around left elbow,N,9999,Blacktip or Spinner shark,20190727,"USA Florida Jacksonville Beach, Duval County",30.2841224,-81.3961338,26.2,1.3,17.0,1021.4
201,Unprovoked,surfing,M,18,Foot bitten,N,1500,Sandtiger shark,20190722,"USA Rhode Island Moonstone Beach, South Kingstown, Washington County",41.3865718,-71.57474549999999,26.6,8.3,9.1,1016.2291060291059
202,Unprovoked,0,F,27,Ankle bitten,N,1630,shark pup,20190716,"USA North Carolina Sunset Beach, Brunswick County",33.8820632,-78.5183816,28.6,9.165705614567528,9.2,1018.9
203,Unprovoked,boarding,F,16,Foot bitten,N,0730,Not Determined,20190712,"USA Florida Amelia Island, Nassau County",30.6265697,-81.46085599999999,26.2,4.1,13.1,1016.2291060291059
204,Unprovoked,surfing,M,20,Leg injured,N,1030,"White shark, juvenile",20190710,"SOUTH AFRICA Eastern Cape Province East Beach, Port Alfred",-33.5977778,26.9052778,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
205,Unprovoked,boarding,M,43,Puncture wounds to wrist,N,0800,Bull shark pup,20190709,"AUSTRALIA Queensland Pelican Waters, Caloundra",-26.8043999,153.1254643,24.041155660377356,2.8,12.665633608815426,1016.2291060291059
206,Provoked,fishing,M,27,Leg injured,N,9999,Not Determined,20190706,MEXICO Quinta Roo Cabo Catoche ,21.6047222,-87.10305559999999,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
207,Unprovoked,surfing,M,18,Minor injury to foot,N,1630,Not Determined,20190630,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,26.3,51.8,5.4,1018.0
208,Unprovoked,snorkeling,M,32,Unknown,N,1730,Not Determined,20190704,BAHAMAS Abaco Islands Great Guana Cay,26.6766265,-77.12694379999999,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
209,Unprovoked,snorkeling,F,21,FATAL,Y,1400,Not Determined,20190626,BAHAMAS Lucayan Archipelago Rose Island,23.6888771,-75.3312648,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
210,Unprovoked,swimming,M,8,Puncture wounds to leg,N,1600,Not Determined,20190616,"USA North Carolina Bald Head Island, Brunswick County",33.8737069,-78.00153089999999,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
211,Unprovoked,swimming,M,64,Arc of lacerations to bicep,N,0900,"Bull shark, 4' to 5'",20190616,"USA Georgia Wilmington River, Chatham County",31.9944425,-80.996972,26.8,9.165705614567528,9.0,1018.0
212,Unprovoked,surfing,M,19,Cuts to right foot,N,1400,Not Determined,20190610,"USA North Carolina Ocean Isle, Brunswick County",33.8877282,-78.4364471,26.7,9.165705614567528,19.8,1016.2291060291059
213,Unprovoked,standing,F,17,Severe injuries to leg and hand,N,1220,Not Determined,20190602,"USA North Carolina Fort Macon State Beach, Carteret County",34.7000204,-76.6922289,24.4,9.165705614567528,10.5,1010.6
214,Unprovoked,fishing,M,43,FATAL,Y,9999,Not Determined,20190529,NEW CALEDONIA BÃ©lep Islands Cook Reef,-19.75,163.6666667,23.3,9.165705614567528,13.1,1016.2291060291059
215,Unprovoked,swimming,M,65,FATAL,Y,0848,Not Determined,20190525,"USA Hawaii Honokowai Point, Maui",20.9479024,-156.6920594,27.3,9.165705614567528,21.6,1017.9
216,Unprovoked,swimming,M,10,Leg severed,N,1600,"Bull shark, 3.5 m",20190525,NEW CALEDONIA Noumea Port South Marina,-22.2778565,166.4387208,22.5,0.7,5.8,1014.9
217,Unprovoked,boarding,M,67,No injury,N,9999,Shark involvement unconfirmed but considered probable,20190520,"USA New Jersey Ship Bottom, Ocean County",39.6511,-74.1792033,24.8,1.1,15.8,1010.4
218,Unprovoked,surfing,M,27,"No injury, knocked of board by shark",N,0830,8' shark,20190514,"USA Hawaii Browns, Oahu",21.2991603,-157.8560005,27.1,9.165705614567528,14.8,1017.3
219,Unprovoked,surfing,M,53,Laceration to right ankle,N,1621,Not Determined,20190514,AUSTRALIA Queensland Yandaran Beach,-24.7092034,152.2558919,21.7,2.2,16.4,1022.5
220,Unprovoked,swimming,F,34,Injuries to left arm and hand,N,0900,Not Determined,20190508,USA Hawaii O'ahu,21.4389123,-158.0000565,24.8,9.165705614567528,9.0,1015.2
221,Unprovoked,surfing,F,28,"No injury, shark severed surfboard leash",N,9999,White shark,20190507,"USA California North Salmon Creek Beach, Sonoma County",38.3592396,-123.0682435,13.8,9.165705614567528,8.1,1016.2291060291059
222,Provoked,fishing,M,12,Cut to toe from hooked shark PROVOKED INCIDENT,N,9999,Lemon shark pup,20190504,BRAZIL Fernando de Noronha Praia de Porto,-3.8344673,-32.4013927,29.2,1.0,25.2,1011.4
223,Unprovoked,fishing,M,27,Injury to leg,N,1845,Not Determined,20190501,"USA Florida Off Boca Grande, Lee County",26.7490152,-82.2616717,23.2,9.165705614567528,17.3,1020.5
224,Unprovoked,kayaking,F,65,Injury to right inner thigh,N,0830,Tiger shark,20190423,"USA Hawaii Anaehoomalu Bay, Hawaii",19.9161242,-155.8932242,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
225,Unprovoked,no activity,M,25,Minor injury to leg,N,1730,Not Determined,20190421,"USA Florida Jacksonville Beach, Duval County",30.2841224,-81.3961338,18.7,9.165705614567528,10.6,1018.4
226,Unprovoked,swimming,M,23,Bitten on left shoulder,N,0100,Cookiecutter shark,20190406,USA Hawaii Kaiwi Channel,19.8967662,-155.5827818,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
227,Provoked,diving,F,27,"Lacerations to face, chin and scalp",N,9999,Sand tiger shark,20190405,"CHINA Liaoning Province LaohutanÂ Ocean Park Aquarium, Dalian City",38.877949,121.674682,12.1,9.165705614567528,12.0,1011.8
228,Unprovoked,swimming,M,25,Puncture marks to left hip and buttocks,N,1230,"Grey reef shark, 4' ",20190325,AUSTRALIA Queensland Line Reef,-19.7754215,149.2478054,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
229,Unprovoked,surfing,M,46,Lacerations to foot,N,1600,4' shark,20190322,"USA Florida Hobe Sound, Martin County",27.059498,-80.1364323,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
230,Unprovoked,swimming,M,32,20 cm gash to right leg,N,1730,Not Determined,20190321,MEXICO Guerrero Troncones,17.7801095,-101.7214254,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
231,Unprovoked,swimming,M,58,Bite to abdomen,N,0300,Cookiecutter shark,20190316,USA Hawaii Kaiwi Channel,19.8967662,-155.5827818,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
232,Unprovoked,boarding,M,11,Lacerations to right foot,N,1400,Spinner shark,20190312,"USA Florida Stuart Beach, Martin County",27.2143933,-80.17502139999999,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
233,Unprovoked,surfing,M,27,"No injury, board bitten and dented",N,0830,Not Determined,20190305,"USA Oregon Cape Kiwanda, Tillamook County",45.21528139999999,-123.9695844,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
234,Provoked,fishing,M,46,Lacerations to arm from shark caught in trawl net  PROVOKED INCIDENT,N,1600,2.5 m shark,20190305,SOUTH AFRICA Eastern Cape Province 30 nm off Port Elizabeth,-33.9608369,25.6022423,21.0,9.165705614567528,17.9,1017.5
